"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","48","bot","Sorry; the option you selected is incorrect. Please <b>select a valid option</b>","INCORRECT_PREDICTED_S2R","S2R_PREDICTED_SELECTED","y","49","Tap ""Show Times"" button","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","49","user","Tap ""Show Times"" button","","","y","50","Sorry; the option you selected is incorrect. Please <b>select a valid option</b>","INCORRECT_PREDICTED_S2R","S2R_PREDICTED_SELECTED","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","50","bot","Sorry; the option you selected is incorrect. Please <b>select a valid option</b>","INCORRECT_PREDICTED_S2R","S2R_PREDICTED_SELECTED","y","51","none of the above","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","51","user","none of the above","","","y","52","Do you want me to keep <b>suggesting the next steps</b>?. If so; please click the button below; <b>otherwise write the next step</b>","ASK_FOR_NEW_PREDICTION","NEW_PREDICTION_OR_TYPE_S2R","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","52","bot","Do you want me to keep <b>suggesting the next steps</b>?. If so; please click the button below; <b>otherwise write the next step</b>","ASK_FOR_NEW_PREDICTION","NEW_PREDICTION_OR_TYPE_S2R","y","53","next_predictions","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","53","user","next_predictions","","","y","54","Okay then; the <b>next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> you actually performed next","PREDICT_NEXT_S2R_PATH","S2R_PREDICTED_SELECTED","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","54","bot","Okay then; the <b>next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> you actually performed next","PREDICT_NEXT_S2R_PATH","S2R_PREDICTED_SELECTED","y","55","none of the above","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","55","user","none of the above","","","y","56","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","56","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","57","Tap ""Show Times"" button","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","57","user","Tap ""Show Times"" button","","","y","58","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","58","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","59","yes","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","59","user","yes","","","y","60","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","60","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","61","Tap ""More option"" drop-down menu","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","61","user","Tap ""More option"" drop-down menu","","","y","62","Sorry; the option you selected is incorrect. Please <b>select a valid option</b>","INCORRECT_PREDICTED_S2R","S2R_PREDICTED_SELECTED","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","62","bot","Sorry; the option you selected is incorrect. Please <b>select a valid option</b>","INCORRECT_PREDICTED_S2R","S2R_PREDICTED_SELECTED","y","63","none of the above","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","63","user","none of the above","","","y","64","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","64","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","65","Tap ""More option"" drop-down menu","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","65","user","Tap ""More option"" drop-down menu","","","y","66","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","66","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","67","yes","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","67","user","yes","","","y","68","Okay; is this <b>the last step</b> that you performed: ""Tap ""More option"" drop-down menu""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","68","bot","Okay; is this <b>the last step</b> that you performed: ""Tap ""More option"" drop-down menu""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","69","no","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","69","user","no","","","y","70","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","70","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","71","Tap the ""Add a new time range"" button","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","71","user","Tap the ""Add a new time range"" button","","","y","72","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","72","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","73","yes","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","73","user","yes","","","y","74","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","74","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","75","none","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","75","user","none","","","y","76","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","76","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","77","No","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","77","user","No","","","y","78","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","78","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","79","Delete step x","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","79","user","Delete step x","","","y","80","","DO_NOTHING","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","80","bot","","DO_NOTHING","S2R_DESCRIPTION","y","81","Finished","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","81","user","Finished","","","y","82","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","82","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","83","This is the last step","","","ATimeTracker","0.20"
"P6","1eb34d09-c594-42e3-b29c-f6d36cf1abe9","83","user","This is the last step","","","","","","","","ATimeTracker","0.20"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","1","user","P6","","","y","2","Hi P6; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","2","bot","Hi P6; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 6","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","3","user","; selectedValues = 6","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on GnuCash","CONFIRM_APP","OB_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on GnuCash","CONFIRM_APP","OB_DESCRIPTION","y","5","Balance sheet got duplicated.","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","5","user","Balance sheet got duplicated.","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","none of the above","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","7","user","none of the above","","","y","8","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","8","bot","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","y","9","done; selectedValues = 5","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","9","user","done; selectedValues = 5","","","y","10","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","10","bot","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","11","The content of balance sheet should stay the same.","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","11","user","The content of balance sheet should stay the same.","","","y","12","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","12","bot","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","13","done; selectedValues = 0; 1; 2; 3; 4","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","13","user","done; selectedValues = 0; 1; 2; 3; 4","","","y","14","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","14","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","15","done; selectedValues = 0; 1; 2; 3","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","15","user","done; selectedValues = 0; 1; 2; 3","","","y","16","Okay; is this <b>the last step</b> that you performed: ""Tap the ""btn balance sheet (SHEET)"" button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","16","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the ""btn balance sheet (SHEET)"" button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","17","no","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","17","user","no","","","y","18","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","18","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","19","Tap the ""Navigation drawer opened"" image button","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","19","user","Tap the ""Navigation drawer opened"" image button","","","y","20","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","20","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","21","yes","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","21","user","yes","","","y","22","Okay; is this <b>the last step</b> that you performed: ""Tap the ""Navigation drawer opened"" image button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","22","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the ""Navigation drawer opened"" image button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","23","no","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","23","user","no","","","y","24","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","24","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","25","Tap the ""design menu item text (Settings)"" checked text view","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","25","user","Tap the ""design menu item text (Settings)"" checked text view","","","y","26","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","26","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","27","Tap the ""design menu item text (Settings)"" checked text view","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","27","user","Tap the ""design menu item text (Settings)"" checked text view","","","y","28","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","28","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","29","Tap the ""Back"" image button on the top","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","29","user","Tap the ""Back"" image button on the top","","","y","30","Okay; is this <b>the last step</b> that you performed: ""Tap the ""Back"" image button on the top""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","30","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the ""Back"" image button on the top""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","31","yes","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","31","user","yes","","","y","32","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","32","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P6-GnuCash-2.1.3-765edb48-103d-4760-8e22-bb7b396cb872</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","y","33","This is the last step","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","33","user","This is the last step","","","y","34","You got it. The conversation will automatically end in a few seconds.","","","GnuCash","2.1.3"
"P6","765edb48-103d-4760-8e22-bb7b396cb872","34","bot","You got it. The conversation will automatically end in a few seconds.","","","","","","","","GnuCash","2.1.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","1","user","P8","","","y","2","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","2","bot","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 7","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","3","user","; selectedValues = 7","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on AntennaPod","CONFIRM_APP","OB_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on AntennaPod","CONFIRM_APP","OB_DESCRIPTION","y","5","The triangle in the upper right corner is red","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","5","user","The triangle in the upper right corner is red","","","y","6","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","6","bot","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","y","7","The triangle of a podcast is red","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","7","user","The triangle of a podcast is red","","","y","8","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","8","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","9","The triangle of a podcast is blue","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","9","user","The triangle of a podcast is blue","","","y","10","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","10","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","11","The triangle of a podcast in the upper right corner is red","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","11","user","The triangle of a podcast in the upper right corner is red","","","y","12","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","12","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","13","Open Queue","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","13","user","Open Queue","","","y","14","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","14","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","15","yes","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","15","user","yes","","","y","16","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","16","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","17","SEARCH ITUNES","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","17","user","SEARCH ITUNES","","","y","18","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","18","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","19","Type SEARCH ITUNES","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","19","user","Type SEARCH ITUNES","","","y","20","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","20","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","21","search for ""tech"" keyword","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","21","user","search for ""tech"" keyword","","","y","22","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","22","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","23","search for ""tech""","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","23","user","search for ""tech""","","","y","24","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","24","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","25","Subscribe WSJ Tech News Briefing","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","25","user","Subscribe WSJ Tech News Briefing","","","y","26","Oops; the terms ""subscribe"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","26","bot","Oops; the terms ""subscribe"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","27","add a itunes: WSJ Tech News Briefing","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","27","user","add a itunes: WSJ Tech News Briefing","","","y","28","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","28","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","29","back to the welcome page","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","29","user","back to the welcome page","","","y","30","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","30","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","31","back to the original page","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","31","user","back to the original page","","","y","32","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","32","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","33","This is the last step","","","AntennaPod","1.6.2.3"
"P8","a018a21a-3200-4a46-a405-8df10f559e52","33","user","This is the last step","","","","","","","","AntennaPod","1.6.2.3"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","1","user","P8","","","y","2","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","2","bot","Hi P8; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 0","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","3","user","; selectedValues = 0","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","y","5","DroidWeight has stopped","","","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","5","user","DroidWeight has stopped","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P8","94eb7f91-b8e5-4152-9f20-0936eadb7102","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","none of the above","","","Droid_Weight","1.5.4"
